ingredient	target
(1S,2S)-2-(methylamino)-1-phenylpropan-1-ol	FOS|SLC6A3|ATF5|ATF7|JUN|IL2|TNF|SLC6A4|ATF3|NFKB1|ATF2|ATF6|ADRB1|JDP2|ADRB2|ATF4|SLC6A2|ADRA2A|NFATC1|ATF1|ADRA1A|ADRA1B|ADRA1D|ADRA2B|ADRA2C|ADRB3|DRD2|ACE2
2-(diethylamino)-1-phenylpropan-1-one	SLC6A3|SLC6A2|SLC6A4
quinoline	NQO2|BRD4|CEL|MIF|PTGS2|MTOR
5-azaniumyl-4-oxopentanoate	SRC
(2S)-2-azaniumyl-3-[4-(4-hydroxy-3-iodophenoxy)-3,5-diiodophenyl]propanoate	CYP51A1|UCP1|CRP
1H-indole-2,3-dione	MAOB|GAPDH
(5Z)-5-[(1S,4S,5R,6S,8S,9S,13R)-9-butyl-4-methyl-2,14-dioxa-10-azapentacyclo[6.5.1.01,5.06,10.09,13]tetradecan-3-ylidene]-4-methoxy-3-methylfuran-2-one	ABCB1
1,1'-biphenyl	CXCR4
(2R)-2-amino-3-hydroxypropanoic acid	GLRA1|GRIN1|SERPINB3
1,2-dimethoxy-4-prop-2-enylbenzene	HDAC1
[(2S,3R,4S,5S,6R)-6-[[(2R,3R,4R,5S,6R)-3,4-dihydroxy-6-(hydroxymethyl)-5-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl] (1R,3aS,5aR,5bR,7aR,8R,9S,11aR,11bR,13aR,13bS)-9-[(2S,3R,4S,5S)-4,5-dihydroxy-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-8-(hydroxymethyl)-5a,5b,8,11a-tetramethyl-1-prop-1-en-2-yl-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysene-3a-carboxylate	MPO
(1R,9S,13Z)-1-amino-13-ethylidene-11-methyl-6-azatricyclo[7.3.1.02,7]trideca-2(7),3,10-trien-5-one	ACHE|GSK3A|BACE1|CTNNB1
4-[(2S,3R)-4-(3,4-dihydroxyphenyl)-2,3-dimethylbutyl]benzene-1,2-diol	ALOX5|TRPM7|SHBG|EGFR|IGF1|ERBB2|TRPA1|CRTC1|TMED2|AKT1|SLC2A1|NEIL2|ALOX15|IGHE|F2RL1|LOX|TYR|HDGF
(1S,2R,4aS,6aR,6aS,6bR,8aR,10S,12aR,14bS)-10-hydroxy-1,2,6a,6b,9,9,12a-heptamethyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydro-1H-picene-4a-carboxylate	TCF4|EGFR|CT45A2|CTNNB1|MCL1|PMAIP1|MAPK8|CDKN1A|NOP2|RRN3|WDR12|CEBPA|IL6|TNF|TRIM63|MSTN|FBXW7|AKT1|KRAS|NFKB1|NFKBIA|MAPK1|MAPK3|MAP2K1|MAP2K2|CHUK|BCL2|RELA|BCL2L1|BRAF|CASP3|CASP8|CASP9|SYP|FOXO3|IGFBP1|MAPK14|DNMT1|EZH2|MAPK9|GLRX|NOX4|CCL2|BBC3|LRRK2|NR3C1|EZR|COL11A2|EP300|MMP9|CYCS|PTGS2|EIF2AK3|ICAM1|CCND1|H3F3AP6|STAT3|TP53|VEGFA|CFLAR|BIRC5|MTOR|PIK3CA|PIK3CB|PIK3CD|PIK3CG|IKBKB|INS|IGF1
(4S)-3,4-bis[(3-hydroxyphenyl)methyl]oxolan-2-one	IL1RN
(1R,2R,4aS,6aR,6aS,6bR,8aR,10S,12aR,14bS)-1-hydroxy-1,2,6a,6b,9,9,12a-heptamethyl-10-[(2S,3R,4S,5S)-3,4,5-trihydroxyoxan-2-yl]oxy-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	TNF|IFNG|NFKB1|TLR4|IL1A|IL10|IL6
hydron;7-oxo-5-propan-2-ylcyclohepta-1,3,5-trien-1-olate	BMI1
benzoyl benzenecarboperoxoate	AZIN2|PRKCE|PRKCZ|PRKCA|SOD3|PRKCG|PRKCB|SOD2|PRKCI|PRKCD|PRKCQ|SOD1|CAT
3,4-dihydroxybenzoic acid	AKT1|MGAM
N-benzyl-1-methyl-N-phenylpiperidin-4-amine	HRH1
(2R,3R)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol	GSS|ACE|ABCG2|IL6|NOS3|COMT|IL1A|JUN|TNF|RYR1|CASP3
(2R,3R)-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol	PPARG|ABCB1|CYP3A|CCL2|RYR1|G3BP1|CASP3|NOTCH1|MME|GAA|TLR4|FASN|ELANE|PLAU|EGFR|HSPA5|CBR1|SULT1A1|DNMT1|CXCL8
(2S)-5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one	DGAT1|SIRT1|NOTCH1|CYP19A1|SCN5A|GLO1|IFNG|NOS2|CASP3|TNF
2-(2-hydroxy-5-prop-2-enylphenyl)-4-prop-2-enylphenol	TLR4|NOS2|BAX|STAT3|BDNF|KDR|MAPK14|AKT1|TNF|MMP9|IL1B|CASP3|COL11A2|TNFRSF10B|ERBB2|MMP2|CCND1|VEGFA|GABRG1|CFLAR|MAPK1
(13aS)-2,3,9,10-tetramethoxy-6,8,13,13a-tetrahydro-5H-isoquinolino[2,1-b]isoquinoline	ABCB1
2-(4-hydroxy-3-prop-2-enylphenyl)-4-prop-2-enylphenol	FOXM1|PPARG|RXRA|SIRT3|GP6|NLRP3|IL18|IL1B|OPA1|EGFR|AKT1|MAPK1|BAX|BCL2|STAT3|PROM1|CASP3|CAPN10|DDIT3|MITF|CTNNB1|ADAMTS5|IL6|MMP3|MMP13|SOX9|NOS2|MAPK8|PTGS2|ADAMTS4|CASP1|CASP9|TXNIP|MAPK3|HSPA5|BIRC5|POU5F1|PRKAA1|PRKAA2|POU5F1P3|POU5F1P4|SOX2|STK11|NANOG|MAPK14|MTOR|NR4A1|TNF|TNFRSF1A|RIPK1|SOD2|TGFB1|CALCR|CALR|ZEB1|CDH1|HMOX1|VEGFA|FOS|KLF4|EIF4EBP1|PRKAB1|RPS6KB1|CASP6|KRAS|NFKB1|HMGB1|CCL2|COL1A1|CTGF|FN1|SMAD3|SMAD2
5-[(3S,3aR,6S,6aR)-3-(1,3-benzodioxol-5-yl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-6-yl]-1,3-benzodioxole	NOX1|ECE1|ACACA|NOS2|NOS3|UGT1A1|EHHADH|NOX3|DECR1|TNFSF11|FASN|SREBF1|CYP2B6|IL10|NFE2L2|G6PD|HMOX1|TNFRSF11B|ECI1|ACOX1|ACADM|CCND1|ACLY|HADHB|BMP2
3,9,10-trimethoxy-5,6-dihydroisoquinolino[2,1-b]isoquinolin-7-ium-2-ol	SLC22A1|POU2F2
[(1R,2R,4S,7S,8S,11R,12R,13S,18R)-7-(furan-3-yl)-1,8,12,17,17-pentamethyl-5,15,20-trioxo-3,6,16-trioxapentacyclo[9.9.0.02,4.02,8.012,18]icosan-13-yl] acetate	NFKBIA|NFKB1
5,7,17,19-tetraoxa-13-azoniahexacyclo[11.11.0.02,10.04,8.015,23.016,20]tetracosa-1(13),2,4(8),9,14,16(20),21,23-octaene	CASP1|MAOA|IDO1|TIMP1|MAPK1|DHODH|MMP9|NLRP3|SLC22A1|POU2F2
2,9,10-trimethoxy-5,6-dihydroisoquinolino[2,1-b]isoquinolin-7-ium-3-ol	MAOB|SLC22A2|MAOA
(1R,3aS,5aR,5bR,7aR,9S,11aR,11bR,13aR,13bR)-3a-(hydroxymethyl)-5a,5b,8,8,11a-pentamethyl-1-prop-1-en-2-yl-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysen-9-ol	SREBF1|PTGS2|IFNG|MAPK8|MMP3|MAPK1|IL6|TNF|IL1B|SIRT1|PRKAA1|PRKAA2|PRKAB1|STK11
1-O-[(2R,3S,6R)-4-methoxy-16,18-dioxa-10-azapentacyclo[11.7.0.02,6.06,10.015,19]icosa-1(20),4,13,15(19)-tetraen-3-yl] 4-O-methyl 2-hydroxy-2-(4-hydroxy-4-methylpentyl)butanedioate	PCNA
2-(3,4-dimethoxyphenyl)-5,6,7,8-tetramethoxychromen-4-one	CREB1|TP53|MMP2|PPARG|TIMP1|BAX|PTGS2|TXNIP|JUN|MAPK8|PLA2G4A|CASP9|NFKB1|KIT|BCL2|XPO1|PPARA|MMP9|YAP1
1,2-xylene	CYP1A1
(2S,3R,4S,4aR)-2,3,4,7-tetrahydroxy-3,4,4a,5-tetrahydro-2H-[1,3]dioxolo[4,5-j]phenanthridin-6-one	TNF
(1S,17S,18S,19S)-5,7-dioxa-12-azapentacyclo[10.6.1.02,10.04,8.015,19]nonadeca-2,4(8),9,15-tetraene-17,18-diol	CASP8|BAX|STAT3|CASP9|BCL2|CASP3|CDK4|EGFR|HMGB1
(5R,5aR,8aS,9R)-5-hydroxy-9-(3,4,5-trimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-8-one	IGF1R
(1R,4aS,8aS)-5,5,8a-trimethyl-1,4,4a,6,7,8-hexahydronaphthalene-1,2-dicarbaldehyde	TRPV1
(1S,2R,4R,7E,11S)-4,8-dimethyl-12-methylidene-3,14-dioxatricyclo[9.3.0.02,4]tetradec-7-en-13-one	TNF|ATF4
5,8-dihydroxy-2-[(1S)-1-hydroxy-4-methylpent-3-enyl]naphthalene-1,4-dione	MTOR
(3aS,6aR,8S,9aR,9bS)-8-hydroxy-3,6,9-trimethylidene-3a,4,5,6a,7,8,9a,9b-octahydroazuleno[4,5-b]furan-2-one	RELA|PTGS2|NOS2
1,2,3,4,5,6-hexachlorocyclohexane	GLRA1|GLRB|GLRA3|GLRA2|GABRR1|GABRB1|NR1I2|GABRB3|ESR1|PGR
17-methoxy-5,7-dioxa-13-azoniapentacyclo[11.8.0.02,10.04,8.015,20]henicosa-1(13),2,4(8),9,14,16,18,20-octaen-16-ol	SLC22A1|POU2F2
(3aR,5S,8aR,9aR)-5,8a-dimethyl-3-methylidene-5,6,7,8,9,9a-hexahydro-3aH-benzo[f][1]benzofuran-2-one	NFKB1|PTGS2|CYCS|IKBKB|PTPRU|STAT3
3-chloropropane-1,2-diol	GAPDH
(1S,4R,5R,7S,11R,13S,17S,18S,19R)-4,5,17-trihydroxy-14,18-dimethyl-6-methylidene-3,10-dioxapentacyclo[9.8.0.01,7.04,19.013,18]nonadec-14-ene-9,16-dione	AR|PTGES3|JUN
(1S,14S)-9,20,21,25-tetramethoxy-15,30-dimethyl-7,23-dioxa-15,30-diazaheptacyclo[22.6.2.23,6.18,12.114,18.027,31.022,33]hexatriaconta-3(36),4,6(35),8,10,12(34),18,20,22(33),24,26,31-dodecaene	SMAD7|AHR|SRC|SYK|CBL|MCL1|MYC|MAPK1|PRKACA|CDKN1A|CDKN1B|CCND1|SKP2|RB1|NFATC1|NFKB1|MTA1|CTNNB1|AKT1|NOTCH1|KHDRBS1|NUP62|MTOR|GTF2H1|DCTN4|PIK3C3|TSC2|MAP1LC3A|SQSTM1|CASP3|BECN1|Cd24a|CD44|ABCB1|TP53|BAX|BCL2
(9R)-9-[(9R)-2-carboxy-4-hydroxy-10-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-9H-anthracen-9-yl]-4-hydroxy-10-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-9H-anthracene-2-carboxylic acid	AQP3|GCG|FFAR3|FFAR2
(3R,4S,5S,6R)-2-[[(2R,3S,4S,5R,6S)-6-[2-[(3S,5R,8R,9R,10R,12R,13R,14R,17S)-3-[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-12-hydroxy-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]-6-methylhept-5-en-2-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol	GSK3B|AHSA1|NFKBIA|PRKCB|NOS3|AHR|ESR2|CDK5R1|CYP1A1|IL1B|MAPK8|MAPT|VCAM1|SERPINE1|PLAT|VEGFA|BCL2
(2S,3R,4R,5R,6S)-2-[(2R,3R,4S,5S,6R)-2-[[(3S,5R,6S,8R,10R,12R,13S,14R,17S)-3,12-dihydroxy-4,4,8,10,14-pentamethyl-17-[(2S)-6-methyl-2-[(2S,3R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhept-5-en-2-yl]-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-6-yl]oxy]-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-6-methyloxane-3,4,5-triol	NOS2|NOS3|BAX|FOS|BCL2|CASP3
(3S,4aR,6aR,6bS,8aR,11R,12S,12aR,14aR,14bR)-4,4,6a,6b,8a,11,12,14b-octamethyl-2,3,4a,5,6,7,8,9,10,11,12,12a,14,14a-tetradecahydro-1H-picen-3-ol	MAPK1|RELA|PTGS2|PRKCB
(3aS,6aR,9aR,9bS)-3,6,9-trimethylidene-3a,4,5,6a,7,8,9a,9b-octahydroazuleno[4,5-b]furan-2-one	BMF|CASP8|BAK1|CASP7|BAX|STAT3|BOK|CASP9|CASP3|BIK|BCL2L1|PRKCB|ITGB3|NFATC1
(2R)-2-[2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxypropan-2-yl]-2,3-dihydrofuro[3,2-g]chromen-7-one	ACHE
(1R,2R,4aS,6aR,6aS,6bR,8aR,10R,11R,12aR,14bS)-1,10,11-trihydroxy-1,2,6a,6b,9,9,12a-heptamethyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	JAK1
(2S)-5-hydroxy-7-methoxy-2-phenyl-2,3-dihydrochromen-4-one	PCSK9|AR|FOXO3
(3aR,4aS,8aR,9aR)-8a-methyl-3,5-dimethylidene-3a,4,4a,6,7,8,9,9a-octahydrobenzo[f][1]benzofuran-2-one	CCNB1
[(10S,11R,12R,13S,15R)-3,4,5,11,12,21,22,23-octahydroxy-8,18-dioxo-9,14,17-trioxatetracyclo[17.4.0.02,7.010,15]tricosa-1(23),2,4,6,19,21-hexaen-13-yl] 3,4,5-trihydroxybenzoate	STAT3
(6aS,11bR)-7,11b-dihydro-6H-indeno[2,1-c]chromene-3,6a,9,10-tetrol	SLC2A4|NOS2|AKT1|GADD45B|GADD45A|DCT|FOS|NFE2L2|PKLR|HMOX1
(2S)-7-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one	CASP3
(2S,4aS,6aR,6aS,6bR,8aR,10S,12aS,14bS)-10-hydroxy-2,4a,6a,6b,9,9,12a-heptamethyl-13-oxo-3,4,5,6,6a,7,8,8a,10,11,12,14b-dodecahydro-1H-picene-2-carboxylic acid	MYC|JUN|CCND1|FOS|CDK2|CDK4
4-[[(1R)-6,7-dimethoxy-2-methyl-3,4-dihydro-1H-isoquinolin-1-yl]methyl]-2-[4-[[(1R)-6,7-dimethoxy-2-methyl-3,4-dihydro-1H-isoquinolin-1-yl]methyl]phenoxy]phenol	CASP3
methyl (3S,4R,4aR)-7-[(5R,6S,10aR)-1,5,9-trihydroxy-10a-methoxycarbonyl-6-methyl-8-oxo-6,7-dihydro-5H-xanthen-2-yl]-4,8,9-trihydroxy-3-methyl-1-oxo-3,4-dihydro-2H-xanthene-4a-carboxylate	AKT1|MTOR|KDR|MMP2|MMP9|HIF1A|RPS6KB1|VEGFA|JUN|SRC|STAT3|ABCG2|CDK1|CCNB1
methyl (1R,2S,3R,6R,8R,13S,14R,15R,16S,17S)-10,15,16-trihydroxy-9,13-dimethyl-3-(3-methylbut-2-enoyloxy)-4,11-dioxo-5,18-dioxapentacyclo[12.5.0.01,6.02,17.08,13]nonadec-9-ene-17-carboxylate	HIF1A|NFE2L2|CASP8|BCL2|BCL2L1|XIAP|BAX|COL11A2|CASP3|BAK1|HMOX1|AKT1|PTEN
(1S,14S)-9,20,25-trimethoxy-15,30-dimethyl-7,23-dioxa-15,30-diazaheptacyclo[22.6.2.23,6.18,12.114,18.027,31.022,33]hexatriaconta-3(36),4,6(35),8,10,12(34),18,20,22(33),24,26,31-dodecaen-21-ol	PTK2
indolo[2,1-b]quinazoline-6,12-dione	MAPK3|ABCB1|BAX|HGF|CTNNB1|ABCC2|MAPK1|CASP3|APLN|MAPK14|MYC|EGF|PIM1
[(1S,19R,21S,22R,23R)-6,7,8,11,12,13,22,23-octahydroxy-3,16-dioxo-2,17,20-trioxatetracyclo[17.3.1.04,9.010,15]tricosa-4,6,8,10,12,14-hexaen-21-yl] 3,4,5-trihydroxybenzoate	IL6|NOS2|IKBKG|TLR2|BACE1|PTGS2|IL1B|IL10|NFE2L2|RNF8|NFKB1|TNF|PREP|HMOX1|RELA|MAPK14|CXCL8
(2S)-5-hydroxy-2-(4-hydroxyphenyl)-7-methoxy-2,3-dihydrochromen-4-one	GSK3B|AKT1|NFKB1|Hand2
(1S,4R,7R,8S,9R,11S)-9-tert-butyl-7,9-dihydroxy-3,5,12-trioxatetracyclo[6.6.0.01,11.04,8]tetradecane-2,6,13-trione	MAPK3|MAPK8|TNF|IL1B|MAPK14|DPYSL2|GAPDH|NFE2L2|ACTB|HMOX1
(3S,5R,6R,8R,9R,10R,12R,13R,14R,17S)-4,4,8,10,14-pentamethyl-17-[(2R)-2,6,6-trimethyloxan-2-yl]-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-3,6,12-triol	NR3C1
(2S,3R,4R,5R,6S)-2-[(2R,3S,4S,5R,6R)-4-hydroxy-2-(hydroxymethyl)-6-[(1S,2S,4S,5'R,6R,7S,8R,9S,12S,13R,16S)-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icos-18-ene-6,2'-piperidine]-16-yl]oxy-5-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-3-yl]oxy-6-methyloxane-3,4,5-triol	BAX|BCL2|AKT1|PTGER4|RELA|PSG1|NFKB1
(E)-3-(3-hydroxy-4-methoxyphenyl)prop-2-enoic acid	ADRA1A
(4aS,6aR,6aS,6bR,8aR,9R,10R,11R,12aR,14bS)-10,11-dihydroxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	CA2
(4aS,6aR,6aS,6bR,8aR,10R,11R,12aR,14bS)-10,11-dihydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	PLA2G2A
ethyl (E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate	MTOR
(2S)-5-oxopyrrolidine-2-carboxylic acid	ADAM28|AMY2A|HCRT|TFF2|CCL8|KRTAP5-2|AMY2B|VEGFA|SPRY1|FOLH1|ESR1|EGF|YBX1|TXN|DNER|NFATC1|GNRH1|SPAG5|CTBP2|MAOA|CCR2|ALDH1A3|SPARC|GPR137|NPEPPS|PTGS2|ARG2|TYR
1-phenylethanone	TRPA1
3-aminobenzoic acid	HIF1A
3-hydroxybenzoic acid	HCAR2|HCAR1
3,5-dihydroxybenzoic acid	HCAR1
2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one	AKT1|PIGK|TRPM7|AXL|UGT1A9|CCL2|TRPV3
1-(4-hydroxyphenyl)ethanone	CYP1A1|UGT1A1
terephthalic acid	ABCG2|MAP2K2|AKT1|PTGS2|MAPK1|PRRT2|MAP2K1
2-aminoacetic acid	GLRA2|GLYATL1|AGXT2|GNMT|SHMT1|GRIN2C|SHMT2|GRIN2A|AGXT|GLRB|GARS|GRIN3B|BAAT|GLRA1|GCAT|GATM|GSS|GLRA3|ALAS1|GLYATL2|PIPOX|GLYAT|ALAS2|GPR18
styrene	MYC|TGFB3|TGFB2|IL4|MT2A|BAX|CYP1A2|IGHE|CYP3A4|CYP2E1|IL5|PRL|BCL2L1|IL13
phenylmethanamine	SLC6A4
2,3-dihydroxypropanal	AKR1B1
propane-1,2,3-triol	ITPR1|PPARD|NAGA|ISYNA1|PAEP|TRDMT1|GSTZ1|ARF1|ADH1B|PLA2G2E|PAPSS1
2-hydroxyacetic acid	G6PD
(1S,2R,3S,5R,6R,7R,8S,9R,12R)-2,8-dihydroxy-7-methyl-12-prop-1-en-2-ylspiro[4,10-dioxatetracyclo[7.2.1.02,7.03,5]dodecane-6,2'-oxirane]-11-one	CREB1
phenoxybenzene	PTPN2|PTPN1
2-amino-3,7-dihydropurin-6-one	SPHK1|LRRK2|CIDEB|RHOA
carbonic acid	SLC9A3|PPARGC1A
(E)-1-(prop-2-enyldisulfanyl)-3-[(S)-prop-2-enylsulfinyl]prop-1-ene	VIM
(2R)-2-methyl-2-(4-methylpent-3-enyl)-7-pentylchromen-5-ol	TRPA1
(S)-[(5R)-5-ethyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol	SCN5A
6-[6-[6-[5-acetamido-4,6-dihydroxy-2-(sulfooxymethyl)oxan-3-yl]oxy-2-carboxy-4-hydroxy-5-sulfooxyoxan-3-yl]oxy-2-(hydroxymethyl)-5-(sulfoamino)-4-sulfooxyoxan-3-yl]oxy-3,4-dihydroxy-5-sulfooxyoxane-2-carboxylic acid	SERPINC1
2-(1H-imidazol-5-yl)ethanamine	HRH3|HRH4|HRH1|SLC18A2|HRH2|CDH5|PTGS2|SELP|CRHR1|CRH|NFKB1|MMP9
prop-2-enal	TRPA1|TLR4|JUN|MUC5AC|PLA2G1B|GAPDH
benzene-1,4-diol	TYR|CYSLTR1|ITGA2B|ITGB3|GRM1|TNF
1,3-xylene	CYP4B1|CYP2E1
1H-imidazole	PTGES2|MAPK14
cyclohexanone	TRPV1
1H-indole	KRAS|PKLR|IFNG|MAOA
2-(1H-indol-3-yl)acetic acid	MAP2K4|MTOR|FGF7|CD33|GJA1|MAPK1|RHEB|MAP2K7
2-hydroxy-1-methoxyanthracene-9,10-dione	SRC|CASP3
3-methylbutyl nitrite	GUCY1A2|GUCY1A3|GUCY1B3
molecular iodine	SLC5A5
piperidine	CALCA|MDM2
nonane	IL1A|CCL2|TNF
nonanoic acid	ISYNA1|OR51E1
methyl hexadecanoate	IL10|IL6|PTGS2|TNF
undecanal	OR1D2
tetradecan-1-ol	TYR
(2R)-7-hydroxy-5-methoxy-2-phenyl-2,3-dihydrochromen-4-one	NFE2L2|PPARG
(6aR,9R)-N-[(1S,2S,4R,7S)-7-benzyl-2-hydroxy-4-methyl-5,8-dioxo-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl]-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide	HTR2B|ADRA1A|HTR1B|ADRA2A|DRD5|ADRA2C|ADRA1D|HTR1D|DRD2|HTR2C|HTR1A|DRD1|ADRA1B|HTR2A|HTR1F
[(8R,9S,13S,14S,17S)-13-methyl-3-propanoyloxy-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-17-yl] propanoate	ESR1|ESR2
N-[(2S,3R,4R,5S,6R)-2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]acetamide	TP53|GCK
4-(2-hydroxyethyl)benzene-1,2-diol	NFKB1|AKT1|SREBF1|CRMP1|PPARGC1A
3,7-dimethylocta-1,6-dien-3-yl acetate	CYP3A4
2-amino-4-(2-amino-2-carboxyethyl)sulfanylbutanoic acid	CTH
bis(2-ethylhexyl) benzene-1,2-dicarboxylate	MMP2|TGFB1|SREBF1|PIK3CB|IGF1|AKT1|SLC2A4|PPARG|XDH|PTGS2|SH2D1A|ROS1|PPARA|NFE2L2|PECAM1|MTOR|MMP9
2-amino-3-(3,4-dihydroxyphenyl)propanoic acid	DRD2|DRD3|ALDH1A1|NR4A2
6,7-dimethoxychromen-2-one	NFKBIA|TYRP1|TYR|CXCL8|STAT3|DCT|CCL2|RELA|SH3BP5|MAPK8|AKT1|BCL2|BAX|CASP3|MMP9
1,3-diphenylpropane-1,3-dione	SLC2A4|PRKAA1|NFE2L2|NOX4|HMOX1|CYBB|MAPK14
2-amino-4-(2-aminophenyl)-4-oxobutanoic acid	XIAP|AHR|BIRC3|BCL2|BIRC2
3-ethoxy-4-hydroxybenzaldehyde	TRPA1
4-hydroxy-3-methoxybenzoic acid	TYRP1|NOS3|HIF1A|TYR|CA3|PPARG|CEBPA
(2R)-2-amino-4-methylsulfanylbutanoic acid	METAP2
naphthalene-1,4-dione	NQO1|POR|STAT3|MMP2|MMP9|PECAM1|PLAU|VEGFA|PCNA|MKI67|BIRC5|BCL2L1|PRKCE|CXCR4|KDR|HMOX1|NFE2L2|MAPK1|MAPK3
2-methoxy-4-[(E)-prop-1-enyl]phenol	IL2|RELA
(5S)-1-methyl-5-pyridin-3-ylpyrrolidin-2-one	HMOX1|HAVCR1|GSN|SYP
(1R,9R,13E)-1-amino-13-ethylidene-11-methyl-6-azatricyclo[7.3.1.02,7]trideca-2(7),3,10-trien-5-one	ACHE
4-[(3-carboxy-2-hydroxynaphthalen-1-yl)methyl]-3-hydroxynaphthalene-2-carboxylic acid	GPR35|POLB
(R)-[(2S,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol	KCNK5|GSTM1|GSTP1|CYP2C8|TNF|CYP3A4
methyl (1R,15S,17R,18R,19S,20S)-18-methoxy-17-(3,4,5-trimethoxybenzoyl)oxy-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylate	SLC18A2|SLC33A1
dimethyl benzene-1,2-dicarboxylate	HCN4|DMP1
tetrasodium;(2-methyl-4-phosphonatooxynaphthalen-1-yl) phosphate	F10|F9|F2|F7|PROS1|PROC|GGCX
[[(2R,3S,4R,5R)-5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] hydrogen phosphate	P2RY4|P2RY1
propanedioic acid	SRR
(2R)-2-amino-3-[4-(4-hydroxy-3,5-diiodophenoxy)-3,5-diiodophenyl]propanoic acid	THRA|TPO|THRB
3,4-dihydroxybenzaldehyde	ODC1
methyl (1S,4aS,6S,7R,7aS)-6-hydroxy-7-methyl-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,4a,5,6,7,7a-hexahydrocyclopenta[c]pyran-4-carboxylate	ACHE|BACE1|BCHE|OPTN|NUP62|PINK1|PARK2
2-oxopropanal	TRPA1|HSPB1|CD74|TET1
